Name,NA_sales,EU_sales,JP_sales,other_sales
Athens 2004,0.13,0.1,0,0.03
Atlantic Quest,0,0.02,0,0
Atlantis,1.18,0.08,0,0.01
Atomic Betty,0.02,0.01,0,0
A-Train,0.02,0.01,0.04,0.01
A-Train 6,0,0,0.06,0
A-Train: City Simulator,0,0,0.06,0
Atsumare! Power Pro Kun no DS Koushien,0,0,0.1,0
Attack of the Movies 3D,0.14,0,0,0.01
Attack on Titan (KOEI),0.03,0.07,0.3,0.02
Attack on Titan: Humanity in Chains,0,0,0.41,0
ATV Offroad Fury,2.07,0.26,0,0.08
ATV Offroad Fury 2,1.92,0.2,0,0.06
ATV Offroad Fury 3,1,0.04,0,0.16
ATV Offroad Fury Pro,0.37,0.04,0,0.05
ATV Offroad Fury: Blazin' Trails,0.53,0,0,0.04
ATV Quad Kings,0.31,0,0,0.02
ATV Quad Power Racing 2,0.99,0.45,0,0.13
ATV/Monster Truck Mayhem,0.33,0,0,0.02
ATV: Quad Frenzy,0.1,0,0,0.01
ATV: Quad Power Racing,0.76,0.46,0,0.07
Auto Destruct,0.04,0.03,0,0.01
Auto Modellista,0.21,0.16,0,0.05
Automobili Lamborghini,0.28,0.17,0,0.01
Avalon Code,0.11,0,0.12,0.01
Avatar: The Game,1.4,1.56,0,0.51
Avatar: The Last Airbender,1.03,0.13,0,0.07
Avatar: The Last Airbender - Into the Inferno,0.4,0.11,0,0.05
Avatar: The Last Airbender - The Burning Earth,0.87,0.17,0,0.11
Away: Shuffle Dungeon,0.02,0,0,0
Azada,0,0.02,0,0
Azure Dreams,0.07,0.05,0,0.01
Azure Striker Gunvolt: Striker Pack,0,0,0.01,0
Azurik: Rise of Perathia,0.18,0.05,0,0.01
B.L.U.E.: Legend of Water,0,0,0.04,0
B-17: Fortress in the Sky,0.02,0,0,0
Baby Pals,0.26,0.01,0,0.02
Babysitting Mama,0.34,0.12,0,0.04
Babysitting Mania,0.24,0,0,0.02
Back At The Barnyard: Slop Bucket Games,0.12,0,0,0.01
Back to the Future: The Game,0.24,0.08,0,0.04
Backbreaker,0.33,0,0,0.02
Backstreet Billiards,0.19,0.13,0,0.02
Backyard Baseball,0.65,0.33,0,0.07
Backyard Baseball '09,0.17,0.01,0,0.01
Backyard Baseball '10,0.29,0.07,0,0.04
Backyard Baseball 2006,0.25,0.09,0,0.01
Backyard Basketball,0.13,0.05,0,0
Backyard Hockey,0.21,0.05,0,0.01
Backyard NBA Basketball,0.36,0.22,0,0.08
Backyard NFL Football,0.64,0.2,0,0.02
Backyard NFL Football '08,0.03,0.02,0,0.01
Backyard NFL Football '09,0.35,0.07,0,0.05
Backyard NFL Football '10,0.29,0.02,0,0.03
Backyard NFL Football 2006,0.12,0.09,0,0.03
Backyard Skateboarding 2006,0.04,0.02,0,0
Backyard Soccer,0.07,0.05,0,0.01
Backyard Sports Football: Rookie Rush,0.39,0,0,0.03
Backyard Sports: Sandlot Sluggers,0.38,0,0,0.03
Backyard Wrestling 2: There Goes the Neighborhood,0.23,0.14,0,0.04
Backyard Wrestling: Don't Try This at Home,0.43,0.27,0,0.09
Bad Apple Wars,0,0,0.03,0
Bad Boys: Miami Takedown,0.73,0.49,0,0.16
Bae Yong-joon to Manabu Kankokugo DS,0,0,0.03,0
Bahamut Lagoon,0,0,0.62,0
Baja: Edge of Control,0.22,0.14,0,0.06
Bakemonogatari Portable,0,0,0.05,0
Baku Baku,0,0,0.05,0
Bakugan Battle Brawlers: Defenders of the Core,0.91,0.1,0.02,0.1
Bakugan: Battle Brawlers,2.47,0.26,0,0.23
Bakugan: Battle Trainer,0.12,0,0,0.01
Bakugan: Rise of the Resistance,0.06,0.02,0,0.01
Bakumatsu Koihana: Shinsengumi DS,0,0,0.01,0
Bakumatsu Renka: Karyuu Kenshi-den,0,0,0.02,0
Bakumatsu Rock,0,0,0.01,0
Bakumatsu Rock: Ultra Soul,0,0,0.03,0
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,0,0,0.36,0.03
Bakusou Kyoudai Let's & Go!! Eternal Wings,0,0,0.05,0
Baldur's Gate: Dark Alliance,0.89,0.56,0,0.17
Baldur's Gate: Dark Alliance II,0.53,0.32,0,0.1
Ball Breakers,0.1,0.07,0,0.01
Ballblazer Champions,0.01,0.01,0,0
Ballistic,0.02,0.01,0,0
Ballistic: Ecks vs. Sever,0.07,0.03,0,0
Balloon Fight,0.39,0.09,0.43,0.01
Balloon Pop,0.17,0,0,0.01
Balloon Pop 2,0.01,0,0,0
Balls of Fury,0.04,0,0,0
Band Hero,1.88,1.01,0,0.52
Bangai-O Spirits,0.07,0,0,0.01
Banjo-Kazooie,1.87,1.14,0.55,0.1
Banjo-Kazooie: Grunty's Revenge,0.24,0.09,0,0.01
Banjo-Kazooie: Nuts & Bolts,0.32,0.36,0,0.09
Banjo-Pilot,0.07,0.03,0,0
Banjo-Tooie,0.82,0.36,0.25,0.06
Bank Heist,0.32,0.02,0,0
Banushi Life Game: Winner's Circle,0,0,0.04,0
Barbarian,0.07,0.06,0,0.02
Barbie and Her Sisters Puppy Rescue,0,0.11,0,0
Barbie and the Magic of Pegasus,0.07,0.02,0,0
Barbie and the Three Musketeers,0.33,0,0,0.03
Barbie as The Island Princess,0.92,0.11,0,0.07
Barbie as the Princess and the Pauper,0.01,0,0,0
Barbie Explorer,0.08,0.05,0,0.01
Barbie Fashion Show: An Eye for Style,0.19,0,0,0.02
Barbie Groovy Games,0.4,0.15,0,0.01
Barbie Horse Adventures: Blue Ribbon Race,0.26,0.1,0,0.01
Barbie Horse Adventures: Riding Camp,0.78,0.07,0,0.07
Barbie Horse Adventures: Wild Horse Rescue,0.29,0.2,0,0.06
Barbie in The 12 Dancing Princesses,0.09,0.01,0,0.01
Barbie Super Sports,0.12,0.08,0,0.01
Barbie Superpack: Secret Agent / Groovy Games,0.1,0.04,0,0
Barbie: Groom and Glam Pups,0.45,0.16,0,0.05
"Barbie: Jet, Set & Style!",0.6,0.06,0,0.05
Barbie: Race & Ride,0.33,0.22,0,0.04
Barnstorming,0.4,0.02,0,0
Barnyard,0.21,0.07,0,0.01
Barnyard Blast: Swine of the Night,0.02,0,0,0
Baroque,0.12,0.04,0.02,0.01
Baseball,1.39,0.37,3,0.05
Baseball Advance,0.1,0.04,0,0
Baseball Blast!,0.14,0,0,0.01
Bases Loaded '96: Double Header,0.28,0.19,0,0.03
Basketball Hall of Fame Ultimate Hoops Challenge,0.06,0,0,0
Bass Hunter 64,0.25,0.06,0,0
Bass Landing,0.21,0.14,0.23,0.04
Bass Pro Shops: The Hunt,0.31,0,0,0.03
Bass Pro Shops: The Strike,0.65,0,0,0.05
Bass Rise,0.03,0.02,0,0
Bass Strike,0.14,0.11,0,0.04
Bassmasters 2000,0.11,0.03,0,0
Bastard!! Utsuro Naru Kamigami no Utsuwa,0,0,0.2,0.01
Baten Kaitos Origins,0.06,0.02,0.02,0
Baten Kaitos: Eternal Wings and the Lost Ocean,0.21,0.05,0,0.01
Batman & Robin,0.06,0.04,0,0.01
Batman Begins,0.66,0.33,0,0.08
Batman Beyond: Return of the Joker,0.16,0.08,0,0.01
Batman Forever: The Arcade Game,0.02,0.01,0,0
Batman: A Telltale Game Series,0.01,0.03,0,0.01
Batman: Arkham Asylum,4.43,2.58,0.09,0.97
Batman: Arkham City,6.02,3.68,0.15,1.33
Batman: Arkham Knight,2.43,2.07,0.1,0.75
Batman: Arkham Origins,2.55,1.73,0.04,0.64
Batman: Arkham Origins Blackgate,0.36,0.29,0,0.15
Batman: Dark Tomorrow,0.14,0.04,0,0
Batman: Gotham City Racer,0.03,0.02,0,0
Batman: Rise of Sin Tzu,0.35,0.18,0,0.05
Batman: The Brave and the Bold the Videogame,0.46,0.1,0,0.04
Batman: Vengeance,0.6,0.31,0,0.08
Battalion Wars,0.25,0.07,0.07,0.01
Battalion Wars 2,0.22,0.03,0.08,0.02
Battle & Get! Pokemon Typing DS,0,0,0.29,0
Battle Arena Toshinden,0.39,0.26,0.53,0.08
Battle Arena Toshinden 2,0.15,0.1,0.41,0.05
Battle Arena Toshinden 3,0.06,0.04,0.14,0.02
Battle Arena Toshinden Remix,0,0,0.12,0
Battle Arena Toshinden URA,0,0,0.03,0
Battle Assault 3 featuring Gundam Seed,0.02,0.01,0,0
Battle Commander: Hachibushu Shura no Heihou,0,0,0.18,0
Battle Dodge Ball,0,0,0.33,0
Battle Engine Aquila,0.03,0.01,0,0
Battle Fantasia,0.07,0,0.02,0.01
Battle Hunter,0.02,0.01,0,0
Battle of Giants: Dinosaurs,0.38,0.37,0,0.09
Battle of Giants: Dinosaurs Strike,0.15,0.04,0,0.02
Battle of Giants: Dragons,0.31,0.25,0,0.06
Battle of Giants: Mutant Insects,0.09,0.15,0,0.03
Battle Princess of Arcadias,0,0,0.02,0
Battle Rage,0.04,0,0,0
Battle Soccer: Field no Hasha,0,0,0.16,0
Battle Spirits: Digital Starter,0,0,0.04,0
Battle Spirits: Hero's Soul,0,0,0.02,0
Battle Spirits: Kiseki no Hasha,0,0,0.02,0
Battle Stadium D.O.N,0,0,0.24,0
Battle Stations,0.43,0.29,0,0.05
Battle vs. Chess,0,0.09,0,0.02
Battle Worlds: Kronos,0,0.01,0,0
Battleborn,0.2,0.15,0.01,0.06
BattleBots: Beyond the BattleBox,0.04,0.01,0,0
Battlebots: Design & Destroy,0.31,0.12,0,0.01
Battlefield 1942,0.01,0.01,0,0
Battlefield 1942: The WW II Anthology,0.01,0.01,0,0
Battlefield 2,0,0.07,0,0.02
Battlefield 2: Modern Combat,1.11,0.18,0.01,0.11
Battlefield 2: Modern Combat(JP sales),0,0,0.02,0
Battlefield 2142,0,0.02,0,0
Battlefield 3,8.2,6.49,0.41,2.27
Battlefield 4,6.41,5.57,0.46,1.6
Battlefield Vietnam,0,0.02,0,0
Battlefield: Bad Company,1.57,0.82,0.09,0.33
Battlefield: Bad Company 2,3.61,2.67,0.12,0.77
Battlefield: Hardline,1.71,1.8,0.22,0.54
BattleForge,0,0.01,0,0
Battles of Prince of Persia,0.1,0.01,0,0.01
Battleship / Connect Four / Sorry! / Trouble,0.05,0,0,0
Battlestar Galactica,0.14,0.08,0,0.02
Battlestations: Midway,0.21,0.03,0,0.02
Battlestations: Pacific,0.17,0.14,0.01,0.03
BattleTanx,0.26,0.06,0,0
BattleTanx: Global Assault,0.31,0.07,0,0
Battlezone,0.6,0.03,0,0.01
Battlezone: Rise of the Black Dogs,0.06,0.01,0,0
Bayonetta,0.95,0.67,0.3,0.25
Bayonetta 2,0.34,0.28,0.1,0.3
B-Boy,0.04,0,0,0
"BCFX: The Black College Football Xperience, The Doug Williams Edition",0.15,0,0,0.01
Beach Spikers: Virtua Beach Volleyball,0.08,0.02,0,0
Beamrider,0.26,0.01,0,0
Beastly,0.03,0,0,0
Beastly Frantic Foto,0.04,0,0,0
Beat City,0.07,0,0,0.01
Beat Down: Fists of Vengeance,0.04,0.03,0.09,0.01
Beat Sketch!,0,0,0.08,0
Beatdown: Fists of Vengeance,0.03,0.01,0,0
Beaterator,0.06,0.02,0,0.02
BeatMania,0.03,0.03,1.07,0.03
BeatMania Append 3rdMix,0,0,0.56,0.04
BeatMania Append 4thMix: The beat goes on,0,0,0.27,0.02
BeatMania Append GottaMix,0,0,0.31,0.02
BeatMania IIDX 11: IIDX Red,0,0,0.02,0
BeatMania IIDX 13: DistorteD,0,0,0.03,0
BeatMania IIDX 14 Gold,0,0,0.03,0
BeatMania IIDX 15: DJ Troopers,0,0,0.03,0
BeatMania IIDX 16: Empress + Premium Best,0,0,0.04,0
BeatMania IIDX 3rd Style,0,0,0.05,0
BeatMania IIDX 4th Style: New Songs Collection,0,0,0.05,0
Beautiful Katamari,0.14,0.02,0.15,0.02
Bee Movie Game,0.93,0.05,0,0.08
Beetle Adventure Racing!,0.4,0.2,0,0.02
Beijing 2008,0.29,0.92,0.01,0.25
Bejeweled 2 Deluxe,0,0.02,0,0
Bejeweled 3,0.6,0.07,0,0.06
Bejeweled Blitz,0,0.01,0,0
Bejeweled Twist,0.01,0.13,0,0.02
Bella Sara,0.04,0.03,0,0.01
Bella Sara 2 - The Magic of Drasilmare,0,0.02,0,0
Ben 10 Alien Force: Vilgax Attacks,0.82,0.62,0,0.36
Ben 10 Galactic Racing,0.4,0.18,0,0.06
Ben 10 Omniverse 2,0,0.03,0,0
Ben 10 Triple Pack,0.13,0.12,0,0.03
Ben 10 Ultimate Alien: Cosmic Destruction,0.84,0.48,0,0.2
Ben 10: Alien Force,1.74,0.59,0,0.59
Ben 10: Protector of Earth,1.56,1.69,0,1.24
Bentley's Hackpack,0.67,0.25,0,0.02
Beowulf: The Game,0.58,0.02,0,0.05
Berzerk,0.68,0.04,0,0.01
Best Friends Tonight,0.03,0,0,0
Best Of Tests,0.01,0,0,0
Betty Boop's Double Shift,0.03,0,0,0
Beyblade Evolution,0.02,0.01,0,0
Beyblade G-Revolution,0.15,0.05,0,0
BeyBlade VForce: Super Tournament Battle,0.16,0.04,0,0.01
Beyblade VForce: Ultimate Blader Jam,0.52,0.19,0,0.01
Beyblade: Metal Fusion,0.08,0.03,0.14,0.01
Beyblade: Metal Fusion - Battle Fortress,0.15,0,0.03,0.01
Beyblade: Metal Masters,0.16,0.1,0,0.03
Beyond Good & Evil,0.3,0.16,0,0.04
Beyond Oasis,0,0,0.05,0
Beyond The Beyond,0.11,0.08,0.35,0.04
Beyond the Labyrinth,0,0,0.03,0
Beyond: Two Souls,0.52,0.88,0.06,0.34
Bicycle Casino 2005,0.17,0.05,0,0.01
Big Air,0.1,0.07,0,0.01
Big Air Freestyle,0.04,0.01,0,0
Big Bang Mini,0.05,0,0,0
Big Bass Fishing,0,0,0.02,0
Big Bass World Championship,0.2,0.14,0,0.02
Big Beach Sports,0.45,1.02,0,0.2
Big Beach Sports 2,0.09,0.12,0,0.03
Big Brain Academy,1.67,2.78,1.6,0.62
Big Brain Academy: Wii Degree,1.06,1.93,0.41,0.43
Big Family Games,0,0.22,0,0.02
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,0,0,0.03,0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.02,0.01,0,0
Big League Sports,0.27,0.03,0,0.02
Big League Sports: Summer,0.19,0,0,0.02
Big Mountain 2000,0.02,0.01,0,0
Big Mutha Truckers,0.65,0.39,0,0.12
Big Mutha Truckers 2,0.15,0.09,0,0.03
Big Strike Bowling,0.23,0.16,0,0.03
Bigfoot King of Crush,0.02,0,0,0
Bigfoot: Collision Course,0.44,0,0,0.03
Biker Mice From Mars,0.06,0.02,0,0.01
Bikkuriman Daijiten,0,0,0.03,0
Billy Hatcher and the Giant Egg,0.19,0.05,0,0.01
Billy the Wizard: Rocket Broomstick Racing,0.04,0,0,0
Billy's Boot Camp: Wii de Enjoy Diet!,0,0,0.07,0
Binary Domain,0.18,0.15,0.16,0.05
Binary Star,0,0,0.01,0
Bio FREAKS,0.18,0.08,0,0.01
Biohazard: Revival Selection,0,0,0.21,0
Bionic Commando,0.24,0.29,0.02,0.1
Bionicle,0.48,0.24,0,0.07
Bionicle Heroes,0.23,0.03,0,0.01
Bionicle: Matoran Adventures,0.18,0.07,0,0
BioShock,2.41,1.74,0.06,0.51
BioShock 2,2.32,1.21,0.04,0.45
BioShock Infinite,2.22,1.56,0.06,0.54
BioShock The Collection,0.08,0.15,0.01,0.04
Birds of Steel,0.21,0.13,0.02,0.05
Birthday Party Bash,0.3,0,0,0.02
Bishoujo Senshi Sailormoon R,0,0,0.27,0
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0,0,0.12,0
BIT.TRIP COMPLETE,0.06,0.02,0,0.01
BIT.TRIP SAGA,0.09,0.04,0,0.01
Black,1.32,0.13,0.03,0.17
Black & Bruised,0.12,0.07,0,0.02
Black & White,0,0.04,0,0.01
Black & White 2,0.01,0.07,0,0.01
Black * Rock Shooter: The Game,0,0,0.15,0
Black Bass with Blue Marlin,0.06,0.04,0,0.01
Black Cat,0,0,0.01,0
Black Dawn,0.07,0.05,0,0.01
Black Jack vs. Matsudajun,0.03,0.02,0,0
Black Mirror 2,0,0.04,0,0.01
Black Rose Valkyrie,0,0,0.02,0
Black Sigil: Blade of the Exiled,0.05,0,0,0
Black Stone: Magic & Steel,0.03,0.01,0,0
Black/Matrix,0,0,0.08,0
Blacksite: Area 51,0.36,0.24,0,0.07
Blackthorne,0.01,0,0,0
Blackwater,0.09,0.02,0,0.01
Blade Arcus from Shining EX,0,0,0.04,0
Blade Dancer: Lineage of Light,0.05,0,0,0
Blade II,0.25,0.15,0,0.04
Blades of Blood: Samurai Shodown III,0.05,0.03,0,0.01
Blades of Time,0.11,0.06,0.01,0.02
Bladestorm: Nightmare,0.1,0.06,0.06,0.02
Bladestorm: The Hundred Years' War,0.18,0.04,0.14,0.03
Blast Chamber,0.05,0.04,0,0.01
Blast Corps,0.39,0.09,0.17,0.06
Blast Lacrosse,0.03,0.02,0,0
Blast Radius,0.04,0.03,0,0
"Blast Works: Build, Trade, Destroy",0.09,0,0,0.01
Blaster Master: Blasting Again,0.14,0.1,0,0.02
Blasto,0.2,0.13,0,0.02
BlazBlue: Calamity Trigger,0.57,0.19,0.1,0.09
BlazBlue: Calamity Trigger Portable,0.07,0.01,0.03,0.01
BlazBlue: Chrono Phantasma,0.19,0,0.17,0.04
BlazBlue: Chrono Phantasma Extend,0.12,0.09,0.06,0.04
BlazBlue: Continuum Shift,0.44,0.12,0.11,0.06
Blazblue: Continuum Shift Extend,0.03,0.05,0.12,0.02
BlazBlue: Continuum Shift II,0.08,0.03,0.11,0.02
Blaze Union: Story to Reach the Future,0,0,0.03,0
Blazer Drive,0,0,0.01,0
Blazing Angels 2: Secret Missions of WWII,0.21,0.05,0,0.03
Blazing Angels: Squadrons of WWII,1.52,0.31,0,0.19
Blazing Dragons,0.08,0.06,0,0.01
Blazing Heroes,0,0,0.3,0
Blazing Souls,0,0,0.02,0
Blazing Souls: Accelate,0.04,0,0.01,0
Bleach DS 4th: Flame Bringer,0,0,0.03,0
Bleach GC: Tasogare Ni Mamieru Shinigami,0,0,0.08,0
Bleach: Blade Battlers,0,0,0.05,0
Bleach: Blade Battlers 2nd,0,0,0.06,0
Bleach: Dark Souls,0.12,0.02,0,0.01
Bleach: Dark Souls (JP sales),0,0,0.1,0
Bleach: Erabareshi Tamashii,0,0,0.08,0
Bleach: Hanatareshi Yabou,0,0,0.07,0
Bleach: Heat the Soul,0,0,0.09,0
Bleach: Heat the Soul 3,0,0,0.07,0
Bleach: Heat the Soul 4,0,0,0.08,0
Bleach: Heat the Soul 5,0,0,0.08,0
Bleach: Heat the Soul 6,0,0,0.09,0
Bleach: Heat the Soul 7,0,0,0.08,0
Bleach: Shattered Blade,0.22,0.01,0.08,0.02
Bleach: Soul Carnival,0,0,0.05,0
Bleach: Soul Carnival 2,0,0,0.03,0
Bleach: Soul Resurreccion,0.27,0.11,0.07,0.05
Bleach: The 3rd Phantom,0.1,0.02,0.07,0.01
Bleach: The Blade of Fate,0.3,0.01,0.12,0.03
Bleach: Versus Crusade,0,0,0.06,0
Blender Bros.,0.02,0.01,0,0
Blinx 2: Masters of Time & Space,0.12,0.03,0,0.01
Blinx: The Time Sweeper,0.39,0.15,0,0.02
Blitz: Overtime,0.09,0,0,0.01
Blitz: The League,1.29,0.14,0,0.15
Blitz: The League II,0.19,0.04,0,0.03
Blitzkrieg 2 Anthology,0,0.01,0,0
Block Kuzushi,0,0,0.05,0
Block Party,0.14,0,0,0.01
Blokus Portable: Steambot Championship,0.03,0,0,0
Blood Bowl,0.14,0.05,0,0.02
Blood Bowl: Legendary Edition,0,0.01,0,0
Blood Drive,0.16,0.01,0,0.01
Blood of Bahamut,0,0,0.09,0
Blood Omen 2,0.37,0.2,0,0.06
Blood Omen: Legacy of Kain,0.25,0.17,0,0.03
Blood Wake,0.43,0.12,0,0.02
Blood Will Tell: Tezuka Osamu's Dororo,0.02,0.02,0,0.01
Blood: The Last Vampire (Joukan),0,0,0.09,0
Bloodborne,1,0.76,0.26,0.36
BloodRayne,0.45,0.23,0,0.06
BloodRayne 2,0.24,0.13,0,0.04
Bloody Roar,0.22,0.15,0,0.03
Bloody Roar 3,0.15,0.11,0.05,0.04
Bloody Roar 4,0.05,0.04,0,0.01
Bloody Roar Extreme,0.03,0.01,0,0
Bloody Roar II,0.25,0.17,0,0.03
Bloody Roar: Primal Fury,0.14,0.04,0,0
BlowOut,0.15,0.1,0,0.03
Blue Breaker: Ken Yorimo Hohoemi o,0,0,0.03,0
Blue Dragon,0.3,0.33,0.21,0.08
Blue Dragon Plus,0.12,0.04,0.05,0.01
Blue Dragon: Awakened Shadow,0.06,0,0.03,0
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0,0,0.04,0
Blue Stinger,0,0,0.1,0
Blues Brothers 2000,0.04,0.01,0,0
Blue's Clues: Blue's Big Musical,0.28,0.19,0,0.03
Blur,0.48,0.69,0.02,0.2
BMX XXX,0.2,0.09,0,0.02
Board Game Classics,0.06,0.02,0,0
Board Game: Top Shop,0.01,0.01,0,0
Bob the Builder: Can We Fix It?,0.31,0.21,0,0.04
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,0,0,0.03,0
Bode Miller Alpine Skiing,0.01,0.01,0,0
Body and Brain Connection,0.1,0.08,0,0.02
Body Harvest,0.16,0.04,0,0
Bodycount,0.12,0.09,0,0.03
Bogey: Dead 6,0.05,0.04,0,0.01
Boing! Docomodake DS,0.04,0,0,0
Boktai 2: Solar Boy Django,0.03,0.01,0,0
Boktai: The Sun is in Your Hand,0.1,0.04,0,0
Boku no Natsuyasumi,0,0,0.37,0.03
Boku no Natsuyasumi 2: Umi no Bouken Hen,0,0,0.41,0
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen,0,0,0.08,0
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",0,0,0.19,0
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,0,0,0.07,0
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,0,0,0.1,0
Bolt,0.93,0.64,0,0.32
Bombastic,0.03,0.02,0,0.01
Bomberman,0.42,0.02,0.89,0.02
Bomberman (jp sales),0,0,0.01,0
Bomberman 2,0,0.01,0,0
Bomberman 64,0.5,0.2,0.31,0.03
Bomberman 64: The Second Attack!,0.05,0.01,0.11,0
Bomberman B-Daman,0,0,0.17,0
Bomberman Fantasy Race,0.01,0.01,0,0
Bomberman Generation,0.15,0.04,0.06,0.01
Bomberman Hero,0.27,0.06,0.08,0.05
Bomberman II,0.16,0.03,0.15,0.1
Bomberman Jetters,0.06,0.02,0,0
Bomberman Land,0.17,0.02,0.18,0.03
Bomberman Land Touch!,0.04,0,0.04,0
Bomberman Land Touch! 2,0.13,0,0.01,0.01
Bomberman Max 2: Blue Advance,0.07,0.02,0,0
Bomberman Max 2: Red Advance,0.05,0.02,0,0
Bomberman Party Edition,0.07,0.05,0,0.01
Bomberman Story DS,0,0,0.02,0
Bomberman Tournament,0.1,0.04,0.1,0.01
Bomberman World,0.06,0.04,0.22,0.02
Bomberman: Act Zero,0.04,0,0,0
Boogie,0.77,0.1,0,0.08
Boogie SuperStar,0.2,0.02,0,0.02
Book of Spells,0.13,0.4,0,0.16
Bookworm,0.33,0.02,0,0.02
Bookworm Deluxe,0.01,0,0,0
Boom Blox,0.72,0.38,0,0.12
Boom Blox Bash Party,0.34,0.09,0,0.04
BoomBots,0.06,0.04,0,0.01
Boot Camp Academy,0.03,0,0,0
Borderlands,3.6,1.49,0.03,0.62
Borderlands 2,3.79,2.3,0.15,0.9
Borderlands: Double Game Add-On Pack,0.1,0.02,0,0.01
Borderlands: The Handsome Collection,0.6,0.45,0.03,0.18
Borderlands: The Pre-Sequel,0.82,0.63,0.06,0.2
Botanicula,0,0.02,0,0
Bottom of the 9th,0.45,0.05,0,0.01
Bottom of the 9th '97,0.01,0.01,0,0
Bottom of the 9th '99,0.03,0.02,0,0
Boulder Dash: Rocks!,0,0.03,0,0
Bound By Flame,0.07,0.09,0,0.04
Bounty Hounds,0.03,0,0,0
Boxer's Road,0,0,0.33,0.02
Boxing,0.76,0.07,0,0.01
Boxing Fever,0.06,0.02,0,0
BRAHMA Force: The Assault on Beltlogger 9,0.02,0.01,0,0
Braid,0,0.02,0,0.01
Brain Age 2: More Training in Minutes a Day,3.44,5.36,5.32,1.18
Brain Age: Concentration Training,0.09,0,0,0.01
Brain Age: Train Your Brain in Minutes a Day,4.75,9.26,4.16,2.05
Brain Assist,0.12,0,0,0.01
Brain Boost: Beta Wave,0.14,0,0,0.01
Brain Boost: Gamma Wave,0.14,0,0,0.01
Brain Challenge,0.41,0.01,0,0.03
Brain Dead 13,0.01,0.01,0,0
Brain Exercise With Dr. Kawashima,0,0.01,0,0
Brain Quest: Grades 3 & 4,0.06,0,0,0.01
Brain Quest: Grades 5 & 6,0.11,0,0,0.01
Brain Voyage,0.06,0.02,0,0.01
Brandish: The Dark Revenant,0,0,0.02,0
Bratz,0.1,0.04,0,0
Bratz 4 Real,0.29,0.22,0,0.06
Bratz Kidz,0.19,0,0,0.01
Bratz Ponyz,0.26,0,0,0.02
Bratz Ponyz 2,0.24,0,0,0.02
Bratz: Forever Diamondz,0.61,0.93,0,0.19
Bratz: Girlz Really Rock,0.48,0.2,0,0.08
Bratz: Rock Angelz,0.74,0.33,0,0.07
Bratz: Super Babyz,0.26,0,0,0.02
Bratz: The Movie,0.48,0.19,0,0.08
Brave Fencer Musashi,0.25,0.17,0.65,0.07
Brave Story: Boku no Kioku to Negai,0,0,0.02,0
Brave Story: New Traveler (US sales),0.11,0,0,0
Brave Story: New Traveller (jp sales),0,0,0.05,0
Brave: A Warrior's Tale,0.1,0.01,0,0
Brave: The Video Game,0,0.04,0,0
Bravely Default: Flying Fairy,0.5,0.32,0.49,0.07
Bravely Second: End Layer,0.16,0.11,0.18,0.03
Bravo Air Race,0.08,0.05,0,0.01
Breach,0.01,0,0,0
Break 'Em All,0.11,0,0,0.01
Breakaway IV,0.2,0.01,0,0
Breakdown,0.09,0.03,0,0
Breakout,0.06,0.04,0,0.01
Breath of Fire,0.11,0.04,0.06,0
Breath of Fire II,0.14,0.05,0.36,0
Breath of Fire III,0.29,0.22,0.46,0.08
Breath of Fire IV,0.11,0.08,0.34,0.04
Breath of Fire: Dragon Quarter,0.09,0.07,0,0.02
Breeding Stud 2,0,0,0.04,0
Brian Lara Cricket,0.02,1.13,0.01,0.1
Bridge,0.25,0.02,0,0
Brigandine: The Legend of Forsena,0.05,0.03,0,0.01
Brink,0.94,0.76,0.02,0.24
Britney's Dance Beat,0.27,0.15,0,0.03
Broken Helix,0.03,0.02,0,0
Broken Sword 5: The Serpent's Curse,0,0.07,0,0.01
Broken Sword II: The Smoking Mirror,0.03,0.02,0,0
Broken Sword: Shadow of the Templars - The Director's Cut,0.12,0.1,0,0.02
Broken Sword: Shadows of the Templars - The Director's Cut,0.07,0.09,0,0.02
Broken Sword: The Shadow of the Templars,0.04,0.02,0,0
Broken Sword: The Sleeping Dragon,0.01,0,0,0
Brooktown High: Senior Year,0.09,0,0,0.01
Brothers Conflict: Brilliant Blue,0,0,0.03,0
Brothers Conflict: Passion Pink,0,0,0.03,0
Brothers Conflict: Precious Baby,0,0,0.01,0
Brothers In Arms DS,0.03,0,0,0
Brothers In Arms: D-Day,0.23,0.14,0,0.09
Brothers in Arms: Double Time,0.11,0,0,0.01
Brothers In Arms: Earned in Blood,0.61,0.08,0,0.07
Brothers in Arms: Furious 4,0.02,0.05,0,0.02
